# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    1.403267112   11.099801353   11.090292920   11.089701137
    1.436654424   11.149596875   11.139489793   11.138860643
    1.470041736   11.201314024   11.190570081   11.189901178
    1.503429048   11.255024799   11.243602985   11.242891769
    1.536816361   11.310805865   11.298662123   11.297905843
    1.570203673   11.368738925   11.355825863   11.355021560
    1.603590985   11.428911119   11.415177699   11.414322187
    1.636978297   11.491415467   11.476806656   11.475896499
    1.670365609   11.556351366   11.540807746   11.539839234
    1.703752922   11.623825126   11.607282462   11.606251585
    1.737140234   11.693950579   11.676339332   11.675241748
    1.770527546   11.766849743   11.748094530   11.746925532
    1.803914858   11.842653574   11.822672554   11.821427033
    1.837302170   11.921502793   11.900206983   11.898879383
    1.870689482   12.003548824   11.980841321   11.979425593
    1.904076795   12.088954833   12.064729943   12.063219486
    1.937464107   12.177896909   12.152039146   12.150426752
    1.970851419   12.270565386   12.242948349   12.241226124
    2.004238731   12.367166343   12.337651426   12.335810716
    2.037626043   12.467923308   12.436358224   12.434389522
    2.071013356   12.573079188   12.539296287   12.537189124
    2.104400668   12.682898483   12.646712806   12.644455636
    2.137787980   12.797669821   12.758876859   12.756456911
    2.171175292   12.917708867   12.876081965   12.873485089
    2.204562604   13.043361694   12.998649032   12.995859505
    2.237949917   13.175008688   13.126929758   13.123930067
    2.271337229   13.313069098   13.261310578   13.258081158
    2.304724541   13.458006369   13.402217262   13.398736201
    2.338111853   13.610334421   13.550120315   13.546362987
    2.371499165   13.770625080   13.705541323   13.701479966
    2.404886477   13.939516936   13.869060492   13.864663698
    2.438273790   14.117725958   14.041325628   14.036557736
    2.471661102   14.306058324   14.223062939   14.217883295
    2.505048414   14.505426021   14.415090101   14.409452161
    2.538435726   14.716865994   14.618332211   14.612182450
    2.571823038   14.941563847   14.833841432   14.827117996
    2.605210351   15.180883473   15.062821439   15.055452469
    2.638597663   15.436404482   15.306658134   15.298559682
    2.671984975   15.709970014   15.566958732   15.558032122
    2.705372287   16.003748581   15.845602084   15.835730559
    2.738759599   16.320315055   16.144804354   16.133848768
    2.772146912   16.662758157   16.467205847   16.454999065
    2.805534224   17.034824907   16.815987217   16.802326755
    2.838921536   17.441116700   17.195026222   17.179664433
    2.872308848   17.887356313   17.609108489   17.591739243
    2.905696160   18.380745926   18.064201400   18.044441505
    2.939083472   18.930414953   18.567764575   18.545126632
    2.972470785   19.547838173   19.128904170   19.102752926
    3.005858097   20.246582338   19.757472023   19.726940216
    3.039245409   21.038576773   20.458366737   20.422147565
    3.072632721   21.916524728   21.208665051   21.164473659
    3.106020033   22.804747612   21.911502873   21.855726148
    3.139407346   23.549815405   22.454175673   22.385741502
    3.172794658   24.092068409   22.904492446   22.830294136
    3.206181970   24.471016600   23.406387239   23.339847792
    3.239569282   24.724798539   24.035950396   23.992879710
    3.272956594   24.992152290   24.832332202   24.822313804
    3.306343907   25.271899088   25.728332978   25.756808291
    3.339731219   25.506404139   26.672955150   26.745789050
    3.373118531   25.553278546   27.581866122   27.708553313
    3.406505843   25.396020970   28.320185281   28.502825892
    3.439893155   25.043685263   28.560238078   28.779880100
    3.473280467   24.340776354   28.046321982   28.277738947
    3.506667780   23.331959418   27.153162091   27.391768704
    3.540055092   22.405077148   26.077673231   26.306976909
    3.573442404   21.641131520   24.844319267   25.044311626
    3.606829716   20.904809189   23.591183033   23.758924904
    3.640217028   20.156758978   22.202815064   22.330592572
    3.673604341   19.542553292   20.682849852   20.754031020
    3.706991653   18.758991864   19.061776611   19.080604162
    3.740378965   17.535679819   17.284136516   17.268351871
    3.773766277   16.310506517   15.767662593   15.733730596
    3.807153589   15.081111215   14.381841462   14.338186734
    3.840540902   13.496179620   12.810615862   12.767839566
    3.873928214   11.676675457   11.253602939   11.227252586
    3.907315526    9.811092482    9.684951699    9.677235558
    3.940702838    7.663476741    7.486965399    7.476201168
    3.974090150    5.061517882    4.376567752    4.334059100
    4.007477462    2.117993879    0.671138363    0.580985644
    4.040864775   -0.533071717   -2.620554802   -2.750788662
    4.074252087   -2.202067432   -4.716925687   -4.873934789
    4.107639399   -3.162976771   -5.859926144   -6.028367776
    4.141026711   -3.964651775   -6.595900184   -6.760266023
    4.174414023   -4.677914318   -7.134328800   -7.287769267
    4.207801336   -5.364819459   -7.417581019   -7.545800369
    4.241188648   -6.015110492   -7.444697645   -7.533970414
    4.274575960   -6.745296928   -7.448043216   -7.491896177
    4.307963272   -7.732722473   -7.621882887   -7.614901790
    4.341350584   -8.730870738   -7.717945275   -7.654616637
    4.374737896   -9.377873720   -7.551831067   -7.437702302
    4.408125209   -9.600504563   -7.192151332   -7.041632481
    4.441512521   -9.442129072   -6.763572549   -6.596196022
    4.474899833   -8.863999608   -6.277188049   -6.115574819
    4.508287145   -8.104350745   -5.756728373   -5.610088627
    4.541674457   -7.412898437   -5.321879818   -5.191291780
    4.575061770   -6.743934434   -4.887542112   -4.771617906
    4.608449082   -6.026273302   -4.380167411   -4.277384859
    4.641836394   -5.317067036   -3.848136921   -3.756420348
    4.675223706   -4.702527887   -3.340930997   -3.255919463
    4.708611018   -4.163412212   -2.918873363   -2.841179934
    4.741998331   -3.648938993   -2.547460950   -2.478698792
    4.775385643   -3.133033276   -2.197486140   -2.139075375
    4.808772955   -2.644323729   -1.908098656   -1.862139309
    4.842160267   -2.244498130   -1.679204208   -1.643927094
    4.875547579   -1.970753689   -1.469092591   -1.437777981
    4.908934891   -1.722784328   -1.255893720   -1.226747287
    4.942322204   -1.503837238   -1.109029556   -1.084398555
    4.975709516   -1.275590108   -0.959385176   -0.939667853
    5.009096828   -0.981368967   -0.777164429   -0.764442876
    5.042484140   -0.760658675   -0.619715783   -0.610944136
    5.075871452   -0.636814646   -0.555683739   -0.550648210
    5.109258765   -0.487104756   -0.497515903   -0.498193137
    5.142646077   -0.267874632   -0.352557740   -0.357879528
    5.176033389   -0.047293365   -0.262230580   -0.275695264
    5.209420701    0.173369281   -0.278147747   -0.306396021
    5.242808013    0.416161158   -0.326285185   -0.372718991
    5.276195326    0.680669453   -0.334107243   -0.397555525
    5.309582638    0.988145578   -0.253002332   -0.330582650
    5.342969950    1.210860986   -0.151508781   -0.236652891
    5.376357262    1.312140519   -0.115195817   -0.204397888
    5.409744574    1.426230214   -0.147186295   -0.245523538
    5.443131886    1.582173380   -0.149857524   -0.258105521
    5.476519199    1.725883781   -0.038546855   -0.148810669
    5.509906511    1.837282273    0.145945741    0.040261751
    5.543293823    1.866501581    0.295719073    0.197573568
    5.576681135    1.752642981    0.334639211    0.246036591
    5.610068447    1.552635883    0.296516938    0.218030480
    5.643455760    1.436522094    0.331439828    0.262388900
    5.676843072    1.401260991    0.345959174    0.280001982
    5.710230384    1.358409333    0.258247465    0.189480310
    5.743617696    1.381391928    0.230841144    0.158941495
    5.777005008    1.563752393    0.338048923    0.261466736
    5.810392321    1.778394499    0.463537949    0.381387157
    5.843779633    1.842194111    0.528673959    0.446600358
    5.877166945    1.736881314    0.538972873    0.464104136
    5.910554257    1.622432307    0.551394485    0.484438677
    5.943941569    1.625060181    0.625614917    0.563142498
    5.977328881    1.693968079    0.696346553    0.634003124
    6.010716194    1.742003888    0.732318434    0.669225477
    6.044103506    1.798050531    0.762543890    0.697828583
    6.077490818    1.925806251    0.852491153    0.785410161
    6.110878130    2.088962003    1.015795850    0.948729273
    6.144265442    2.229693631    1.163633925    1.097014663
    6.177652755    2.259782875    1.238934823    1.175136055
    6.211040067    2.192906527    1.275546757    1.218206708
    6.244427379    2.154680832    1.272132628    1.216966418
    6.277814691    2.141875817    1.202132532    1.143392525
    6.311202003    2.143518802    1.137309551    1.074418526
    6.344589316    2.178612695    1.153484913    1.089414362
    6.377976628    2.209940545    1.225284548    1.163751443
    6.411363940    2.312402655    1.368548322    1.309574393
    6.444751252    2.422294609    1.549179187    1.494621278
    6.478138564    2.374775528    1.642261599    1.596480841
    6.511525876    2.109918490    1.589748809    1.557240145
    6.544913189    1.672499420    1.491500990    1.480193069
    6.578300501    1.309070999    1.495671434    1.507338337
    6.611687813    1.185446132    1.616940631    1.643918447
    6.645075125    1.281656110    1.749725279    1.778997228
    6.678462437    1.451834556    1.803206788    1.825182189
    6.711849750    1.564635071    1.782413038    1.796032506
    6.745237062    1.585584061    1.733247759    1.742480173
    6.778624374    1.543287325    1.690606820    1.699818435
    6.812011686    1.477620374    1.675077040    1.687425271
    6.845398998    1.430776939    1.700455478    1.717319643
    6.878786311    1.431797435    1.758239352    1.778650618
    6.912173623    1.480630149    1.830627044    1.852507841
    6.945560935    1.514375213    1.911079145    1.935879664
    6.978948247    1.552226038    1.993462255    2.021041090
    7.012335559    1.663988635    2.070128998    2.095507901
    7.045722871    1.831932534    2.127782680    2.146268596
    7.079110184    1.997387779    2.176876927    2.188092596
    7.112497496    2.180841670    2.259497965    2.264415969
    7.145884808    2.413458970    2.375617383    2.373264941
    7.179272120    2.597375826    2.459924092    2.451351935
    7.212659432    2.654063176    2.451993299    2.439377717
    7.246046745    2.627072529    2.391956912    2.377267663
    7.279434057    2.634714113    2.390612889    2.375355920
    7.312821369    2.715351126    2.467166354    2.451652937
    7.346208681    2.749587678    2.531361426    2.517721352
    7.379595993    2.716062909    2.553808697    2.543669784
    7.412983306    2.658877232    2.540653982    2.533272698
    7.446370618    2.616210182    2.532039360    2.526788438
    7.479757930    2.605810185    2.571867895    2.569755047
    7.513145242    2.583362186    2.657017435    2.661625257
    7.546532554    2.557068623    2.735901103    2.747081813
    7.579919866    2.589051050    2.797404666    2.810429715
    7.613307179    2.579169557    2.813480433    2.828128336
    7.646694491    2.510677590    2.813181675    2.832088413
    7.680081803    2.470322934    2.844416525    2.867797082
    7.713469115    2.456976201    2.886292095    2.913127088
    7.746856427    2.546944231    2.932907698    2.957032607
    7.780243740    2.695206117    2.990842974    3.009324465
    7.813631052    2.707725714    3.029113932    3.049206766
    7.847018364    2.633443728    3.049829926    3.075852842
    7.880405676    2.594054184    3.049512175    3.077969668
    7.913792988    2.588442243    3.022816923    3.049957407
    7.947180301    2.549634230    2.980677638    3.007611616
    7.980567613    2.492023046    2.932351763    2.959863860
    8.013954925    2.449396785    2.882420359    2.909474841
    8.047342237    2.451440052    2.867107660    2.893078110
    8.080729549    2.496763104    2.906512102    2.932107899
    8.114116861    2.542554640    2.951069637    2.976584671
    8.147504174    2.634048688    2.983008874    3.004806736
    8.180891486    2.734963318    2.995523084    3.011802139
    8.214278798    2.776057113    3.042741129    3.059403152
    8.247666110    2.788369620    3.132421159    3.153915114
    8.281053422    2.788058227    3.209430486    3.235753979
    8.314440735    2.789692712    3.266713373    3.296511179
    8.347828047    2.844451501    3.310050261    3.339135281
    8.381215359    2.943993781    3.344633665    3.369664366
    8.414602671    3.059395964    3.385348568    3.405714468
    8.447989983    3.118605913    3.413573195    3.432002967
    8.481377295    3.159361984    3.421168816    3.437526096
    8.514764608    3.218252385    3.416300791    3.428676428
    8.548151920    3.212394956    3.375769354    3.385980364
    8.581539232    3.114657836    3.298003649    3.309463334
    8.614926544    3.011023742    3.247432572    3.262206227
    8.648313856    2.926890227    3.197589746    3.214502040
    8.681701169    2.898908877    3.156255726    3.172334591
    8.715088481    2.898009342    3.127921887    3.142291283
    8.748475793    2.882535875    3.083330854    3.095884470
    8.781863105    2.880816062    3.013493901    3.021794352
    8.815250417    2.873477321    2.931707550    2.935355999
    8.848637730    2.843219328    2.880576034    2.882915907
    8.882025042    2.771844949    2.836302757    2.840332082
    8.915412354    2.656435104    2.757008219    2.763291051
    8.948799666    2.571136243    2.679300383    2.686057177
    8.982186978    2.571215334    2.631550177    2.635323127
    9.015574290    2.618510266    2.571305616    2.568362812
    9.048961603    2.633991486    2.476155275    2.466298325
    9.082348915    2.544575067    2.368199891    2.357178407
    9.115736227    2.414800334    2.252160068    2.241991546
    9.149123539    2.373608468    2.160645387    2.147333332
    9.182510851    2.357492047    2.057559520    2.038817874
    9.215898164    2.277749797    1.957999039    1.938021225
    9.249285476    2.190283847    1.904654142    1.886807377
    9.282672788    2.130142550    1.885926224    1.870666461
    9.316060100    2.091176600    1.857569224    1.842971041
    9.349447412    2.056841019    1.795860926    1.779549319
    9.382834725    2.028665850    1.781873583    1.766444433
    9.416222037    1.984077404    1.826885119    1.817057142
    9.449609349    1.888778383    1.849656118    1.847211219
    9.482996661    1.758291825    1.808453881    1.811592533
    9.516383973    1.601273995    1.690011867    1.695564292
    9.549771285    1.437043606    1.563664239    1.571582232
    9.583158598    1.372941818    1.506017568    1.514334486
    9.616545910    1.414189006    1.496779315    1.501939996
    9.649933222    1.507293623    1.488124913    1.486926335
    9.683320534    1.614876410    1.478531713    1.470009984
    9.716707846    1.707434162    1.497457667    1.484333873
    9.750095159    1.797636339    1.562602789    1.547909335
    9.783482471    1.879933430    1.648090916    1.633592275
    9.816869783    1.934324930    1.713025569    1.699184333
    9.850257095    1.946277104    1.740582776    1.727718391
    9.883644407    1.925736916    1.758873135    1.748436808
    9.917031720    1.859741858    1.783883507    1.779136063
    9.950419032    1.765115240    1.795656138    1.797560777
    9.983806344    1.717801295    1.777053120    1.780758102
   10.017193656    1.745828327    1.780714564    1.782901141
   10.050580968    1.815152422    1.803368597    1.802649356
   10.083968280    1.897909392    1.802059474    1.796090769
   10.117355593    1.953993276    1.813499683    1.804730994
   10.150742905    1.954790803    1.859066220    1.853084101
   10.184130217    1.933796578    1.907273925    1.905613590
   10.217517529    1.871293126    1.928638179    1.932223189
   10.250904841    1.753103814    1.917777841    1.928070347
   10.284292154    1.635070644    1.901010858    1.917634336
   10.317679466    1.601789601    1.880590237    1.898024390
   10.351066778    1.612801347    1.847572985    1.862255688
   10.384454090    1.597385707    1.844903529    1.860381976
   10.417841402    1.540552320    1.878460204    1.899588131
   10.451228715    1.430352619    1.884612786    1.913007624
   10.484616027    1.319880349    1.865600667    1.899705143
   10.518003339    1.255586790    1.830927388    1.866884752
   10.551390651    1.227950176    1.759553810    1.792787183
   10.584777963    1.254882650    1.687695844    1.714752345
   10.618165275    1.342346113    1.695976761    1.718072104
   10.651552588    1.422124877    1.762622895    1.783892656
   10.684939900    1.452566106    1.799274479    1.820936452
   10.718327212    1.443378953    1.765347395    1.785463434
   10.751714524    1.385708502    1.680510607    1.698923299
   10.785101836    1.306270972    1.587584113    1.605149102
   10.818489149    1.256895089    1.517415581    1.533677926
   10.851876461    1.243453814    1.465062087    1.478892063
   10.885263773    1.225792497    1.403965468    1.415091193
   10.918651085    1.186943166    1.321024338    1.329405409
   10.952038397    1.143650705    1.233906778    1.239554410
   10.985425710    1.125376471    1.161424565    1.163690091
   11.018813022    1.132922343    1.126054256    1.125630094
   11.052200334    1.166112695    1.158151298    1.157647122
   11.085587646    1.226447529    1.251088511    1.252622500
   11.118974958    1.287734036    1.359085819    1.363544786
   11.152362270    1.292232929    1.406112210    1.413230487
   11.185749583    1.247454747    1.360214077    1.367256435
   11.219136895    1.200840147    1.286511402    1.291854542
   11.252524207    1.195332111    1.264502450    1.268814363
   11.285911519    1.242790267    1.323525169    1.328561626
   11.319298831    1.307914094    1.421831661    1.428947672
   11.352686144    1.362139585    1.504233509    1.513116293
   11.386073456    1.383861218    1.531921607    1.541179300
   11.419460768    1.379964078    1.510108029    1.518246844
   11.452848080    1.356591640    1.486865683    1.495016198
   11.486235392    1.306493084    1.463186474    1.472991665
   11.519622705    1.252322060    1.438607945    1.450263184
   11.553010017    1.215748748    1.436024968    1.449805669
   11.586397329    1.177745017    1.438252038    1.454550383
   11.619784641    1.173755693    1.440441856    1.457123412
   11.653171953    1.217880898    1.456953930    1.471903063
   11.686559265    1.260713015    1.474665837    1.488043566
   11.719946578    1.278276400    1.474145817    1.486397872
   11.753333890    1.251011604    1.450477117    1.462957504
   11.786721202    1.213780841    1.432058444    1.445712137
   11.820108514    1.188027086    1.430483204    1.445643719
   11.853495826    1.189941260    1.409355530    1.423075289
   11.886883139    1.233261373    1.363944939    1.372118402
   11.920270451    1.290023802    1.320001719    1.321881810
   11.953657763    1.310606322    1.284212639    1.282571750
   11.987045075    1.288624992    1.235856895    1.232566824
   12.020432387    1.281895766    1.188756803    1.182941899
   12.053819699    1.316565036    1.163343631    1.153773073
   12.087207012    1.369067426    1.151087189    1.137469109
   12.120594324    1.410563542    1.153060269    1.136972544
   12.153981636    1.439113412    1.160725695    1.143330697
   12.187368948    1.462719685    1.191974599    1.175056761
   12.220756260    1.470779689    1.245700033    1.231639181
   12.254143573    1.492366756    1.318152795    1.307270436
   12.287530885    1.549613027    1.404332768    1.395254044
   12.320918197    1.603627026    1.473136056    1.464975142
   12.354305509    1.643296139    1.519335607    1.511581820
   12.387692821    1.704610659    1.569023045    1.560543439
   12.421080134    1.779527808    1.624914478    1.615247049
   12.454467446    1.838307477    1.679239368    1.669292707
   12.487854758    1.882443855    1.729173019    1.719586755
   12.521242070    1.958613143    1.795424135    1.785217424
   12.554629382    2.063595232    1.857857161    1.844990472
   12.588016694    2.179151986    1.916673312    1.900261724
   12.621404007    2.287531145    1.997179996    1.979028802
   12.654791319    2.378641485    2.084072544    2.065657568
   12.688178631    2.442169214    2.160679276    2.143080767
   12.721565943    2.479490679    2.216388245    2.199940883
   12.754953255    2.536923391    2.279429315    2.263334342
   12.788340568    2.609434490    2.365164054    2.349896764
   12.821727880    2.664052943    2.448956968    2.435516327
   12.855115192    2.697113359    2.505415344    2.493438018
   12.888502504    2.713114210    2.542211811    2.531529363
   12.921889816    2.731453190    2.590197324    2.581367063
   12.955277129    2.771964119    2.655251799    2.647960521
   12.988664441    2.825661339    2.721687606    2.715191269
   13.022051753    2.869403368    2.771363607    2.765233282
   13.055439065    2.901409527    2.805148061    2.799128056
   13.088826377    2.931627807    2.820010659    2.813029647
   13.122213689    2.949324478    2.808480399    2.799671659
   13.155601002    2.959356667    2.780569025    2.769390920
   13.188988314    2.971415647    2.772152516    2.759697062
   13.222375626    2.994911968    2.800840042    2.788708638
   13.255762938    3.009456040    2.826384476    2.814941679
   13.289150250    3.013361127    2.822631997    2.810710812
   13.322537563    3.025034443    2.835775507    2.823942595
   13.355924875    3.047971435    2.876737184    2.866029119
   13.389312187    3.079582954    2.907192448    2.896412830
   13.422699499    3.103416815    2.917819334    2.906214567
   13.456086811    3.114153156    2.918120359    2.905865733
   13.489474124    3.086527276    2.907197666    2.895989854
   13.522861436    3.032992441    2.892894093    2.884139280
   13.556248748    2.968287908    2.853438387    2.846260898
   13.589636060    2.895724762    2.766950654    2.758902786
   13.623023372    2.789088964    2.645851150    2.636899290
   13.656410684    2.661151874    2.499579760    2.489483309
   13.689797997    2.572258273    2.370863141    2.358279929
   13.723185309    2.504028609    2.280034511    2.266039396
   13.756572621    2.431031548    2.203761977    2.189562626
   13.789959933    2.339826463    2.099446807    2.084430781
   13.823347245    2.233789027    1.964623797    1.947808050
   13.856734558    2.149431265    1.845832853    1.826860353
   13.890121870    2.036041785    1.744671930    1.726459419
   13.923509182    1.898381522    1.655761661    1.640594914
   13.956896494    1.795016689    1.562890592    1.548381889
   13.990283806    1.700766974    1.477981291    1.464057904
   14.023671119    1.580721337    1.401582948    1.390384319
   14.057058431    1.422121564    1.294143643    1.286140052
   14.090445743    1.216386806    1.146074188    1.141677513
   14.123833055    1.015533028    1.006961720    1.006428426
   14.157220367    0.850534987    0.897781506    0.900736941
   14.190607679    0.711123297    0.789146767    0.794024333
   14.223994992    0.627526341    0.683230994    0.686713426
   14.257382304    0.563538130    0.599140021    0.601362638
   14.290769616    0.497782816    0.557468163    0.561190104
   14.324156928    0.428041331    0.537272630    0.544089884
   14.357544240    0.319081372    0.486817419    0.497292802
   14.390931553    0.183317148    0.408059949    0.422094862
   14.424318865    0.079033691    0.339298532    0.355551396
   14.457706177    0.038898366    0.299240797    0.315498347
   14.491093489    0.016288627    0.296990579    0.314522654
   14.524480801   -0.026554901    0.302692946    0.323261056
   14.557868114   -0.068816644    0.287791996    0.310073891
   14.591255426   -0.101312783    0.261238756    0.283896536
   14.624642738   -0.141229053    0.253170720    0.277817385
   14.658030050   -0.185210055    0.271495287    0.300033816
   14.691417362   -0.229165607    0.295716738    0.328517581
   14.724804674   -0.260750324    0.302087378    0.337265814
   14.758191987   -0.323852684    0.264302023    0.301063200
   14.791579299   -0.395820201    0.230049137    0.269161785
   14.824966611   -0.423259941    0.201373092    0.240406569
   14.858353923   -0.441621607    0.173785338    0.212245559
   14.891741235   -0.479666317    0.161949114    0.202051679
   14.925128548   -0.505479874    0.135563559    0.175632354
   14.958515860   -0.515680585    0.070790279    0.107450322
   14.991903172   -0.526101568   -0.013285824    0.018770522
   15.025290484   -0.550655154   -0.083183175   -0.053961743
   15.058677796   -0.616764297   -0.152708099   -0.123701180
   15.092065109   -0.690958372   -0.217647795   -0.188065854
   15.125452421   -0.723282793   -0.262197122   -0.233377590
   15.158839733   -0.731622449   -0.301720745   -0.274847082
   15.192227045   -0.767620397   -0.370369205   -0.345531087
   15.225614357   -0.838531527   -0.465109588   -0.441757562
   15.259001669   -0.897811273   -0.552788832   -0.531215398
   15.292388982   -0.917664472   -0.600050017   -0.580192721
   15.325776294   -0.913807111   -0.610994151   -0.592061921
   15.359163606   -0.913241158   -0.630336144   -0.612646764
   15.392550918   -0.925117298   -0.650420790   -0.633244549
   15.425938230   -0.930081773   -0.653996191   -0.636735586
   15.459325543   -0.930438306   -0.677921618   -0.662132876
   15.492712855   -0.918505884   -0.723928958   -0.711759310
   15.526100167   -0.909390016   -0.766565541   -0.757630592
   15.559487479   -0.919506406   -0.812104093   -0.805385667
   15.592874791   -0.939707896   -0.867640478   -0.863131810
   15.626262104   -0.930301194   -0.914400266   -0.913400568
   15.659649416   -0.907451365   -0.952344068   -0.955141278
   15.693036728   -0.893239921   -0.971321772   -0.976194122
   15.726424040   -0.870149974   -0.957320947   -0.962765783
   15.759811352   -0.845532590   -0.932763317   -0.938213901
   15.793198664   -0.835064602   -0.935714907   -0.942001634
   15.826585977   -0.812292773   -0.934791313   -0.942442719
   15.859973289   -0.763254425   -0.885231418   -0.892850083
   15.893360601   -0.708581481   -0.811840370   -0.818287951
   15.926747913   -0.659065203   -0.759638520   -0.765920785
   15.960135225   -0.611550178   -0.745608332   -0.753985720
   15.993522538   -0.583041600   -0.741581633   -0.751488985
   16.026909850   -0.584212614   -0.744309307   -0.754315011
   16.060297162   -0.562687832   -0.708806438   -0.717939291
   16.093684474   -0.495832073   -0.626713217   -0.634895949
   16.127071786   -0.426343613   -0.559993418   -0.568351114
   16.160459098   -0.385926917   -0.532370008   -0.541524852
   16.193846411   -0.380561341   -0.551050954   -0.561706742
   16.227233723   -0.387670693   -0.593637757   -0.606510376
   16.260621035   -0.383224642   -0.612558746   -0.626891885
   16.294008347   -0.344341330   -0.594942669   -0.610607127
   16.327395659   -0.294251296   -0.564871625   -0.581787859
   16.360782972   -0.250247282   -0.546081724   -0.564571284
   16.394170284   -0.222844053   -0.544124929   -0.564204592
   16.427557596   -0.197585469   -0.529739279   -0.550497984
   16.460944908   -0.158103798   -0.490964674   -0.511767195
   16.494332220   -0.115290791   -0.447626882   -0.468398459
   16.527719533   -0.084816422   -0.409152393   -0.429424737
   16.561106845   -0.054926770   -0.366759226   -0.386250231
   16.594494157   -0.028176748   -0.332554117   -0.351577385
   16.627881469   -0.018617223   -0.318277510   -0.337007503
   16.661268781   -0.015485424   -0.304275502   -0.322329049
   16.694656093   -0.027189860   -0.288419916   -0.304752148
   16.728043406   -0.045875380   -0.277608839   -0.292097267
   16.761430718   -0.051855890   -0.260493546   -0.273537070
   16.794818030   -0.049023855   -0.233283601   -0.244802662
   16.828205342   -0.040185634   -0.217494787   -0.228577839
   16.861592654   -0.038891285   -0.221730281   -0.233158666
   16.894979967   -0.069086962   -0.244164681   -0.255108626
   16.928367279   -0.106783494   -0.269769091   -0.279955641
   16.961754591   -0.135339335   -0.266853192   -0.275069521
   16.995141903   -0.203168926   -0.260787527   -0.264386038
   17.028529215   -0.293162258   -0.279457408   -0.278602127
   17.061916528   -0.342070843   -0.292384022   -0.289282344
   17.095303840   -0.364727830   -0.279815086   -0.274511701
   17.128691152   -0.396459989   -0.273326973   -0.265633764
   17.162078464   -0.426737460   -0.283590669   -0.274645690
   17.195465776   -0.446453712   -0.312291947   -0.303908587
   17.228853088   -0.486586841   -0.378588729   -0.371841907
   17.262240401   -0.582075891   -0.470587504   -0.463623104
   17.295627713   -0.699428547   -0.549951667   -0.540610535
   17.329015025   -0.790493931   -0.610427551   -0.599171629
   17.362402337   -0.839944183   -0.649315068   -0.637398743
   17.395789649   -0.851447711   -0.665755848   -0.654148516
   17.429176962   -0.845892119   -0.690089174   -0.680349080
   17.462564274   -0.815394014   -0.713876527   -0.707529163
   17.495951586   -0.766682575   -0.714238579   -0.710959486
   17.529338898   -0.733147573   -0.708290156   -0.706735275
   17.562726210   -0.737496250   -0.722481696   -0.721541210
   17.596113523   -0.782598274   -0.770717441   -0.769972596
   17.629500835   -0.847841284   -0.834956351   -0.834147103
   17.662888147   -0.880730849   -0.876373811   -0.876096197
   17.696275459   -0.893481655   -0.898516684   -0.898825324
   17.729662771   -0.916327872   -0.909397307   -0.908955745
   17.763050083   -0.913684824   -0.899244870   -0.898332346
   17.796437396   -0.877024091   -0.878103510   -0.878163667
   17.829824708   -0.837130713   -0.873404054   -0.875669577
   17.863212020   -0.820767075   -0.888563274   -0.892803912
   17.896599332   -0.831357145   -0.903322499   -0.907825008
   17.929986644   -0.849685252   -0.907914545   -0.911559090
   17.963373957   -0.871421486   -0.905794201   -0.907947291
   17.996761269   -0.880942201   -0.901929752   -0.903243183
   18.030148581   -0.878086883   -0.893551846   -0.894518298
