# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    5.276327212    0.499259265   -0.741812607   -0.819132075
    5.343103506    1.241392110   -0.013284310   -0.091697608
    5.409879800    1.584220156    0.093916427    0.000910721
    5.476656093    1.104198442   -0.040415838   -0.112317693
    5.543432387    0.963914475   -0.636098045   -0.736298510
    5.610208681    1.494517482   -0.369580470   -0.485743304
    5.676984975    1.902883740    0.185516685    0.078151994
    5.743761269    1.897827607    0.333587828    0.236331937
    5.810537563    1.997539423    0.805970285    0.731529344
    5.877313856    2.109368148    1.301786638    1.251329125
    5.944090150    2.589145530    1.237033568    1.152697696
    6.010866444    2.592086964    1.043489339    0.946664173
    6.077642738    2.048300320    0.710216653    0.626545483
    6.144419032    2.122081754    0.631982255    0.538888286
    6.211195326    1.289794893    0.446663112    0.394046196
    6.277971619    1.373350567    0.986976132    0.962821906
    6.344747913    1.693044159    1.251531633    1.223890007
    6.411524207    1.814357948    1.501633808    1.482308807
    6.478300501    1.922514035    1.625119681    1.606446267
    6.545076795    1.571715801    1.668829552    1.674752518
    6.611853088    1.356269564    1.727969860    1.751372943
    6.678629382    1.439182790    1.901590398    1.930846589
    6.745405676    1.683070128    2.054840742    2.077962225
    6.812181970    2.052470246    1.968386249    1.962890171
    6.878958264    2.518483343    1.957344094    1.922279605
    6.945734558    2.488487202    2.061157434    2.034497335
    7.012510851    2.163254258    2.031754676    2.023829826
    7.079287145    1.662291766    1.843097644    1.854719355
    7.146063439    1.586675588    1.848830561    1.865016613
    7.212839733    2.016854872    2.246422678    2.260718698
    7.279616027    2.192984116    2.593126053    2.618381946
    7.346392321    2.524033193    2.636806189    2.643900396
    7.413168614    2.723090448    2.699133341    2.697491889
    7.479944908    2.593877876    2.300858542    2.282306353
    7.546721202    2.623589789    2.387609206    2.373057001
    7.613497496    2.176497690    2.586633246    2.612429679
    7.680273790    2.369437895    2.997879359    3.037168350
    7.747050083    2.788143067    3.405326332    3.443908664
    7.813826377    2.718290969    3.055285588    3.076604747
    7.880602671    2.762979923    2.678660852    2.673189058
    7.947378965    2.964175594    3.041387638    3.046201756
    8.014155259    2.704189093    3.309324450    3.347097340
    8.080931553    2.821489361    3.238892746    3.264752132
    8.147707846    2.699817760    3.073043105    3.096278740
    8.214484140    2.608509424    2.755891780    2.765098282
    8.281260434    2.728425757    2.893508081    2.903798016
    8.348036728    2.967392334    3.334439185    3.357315819
    8.414813022    2.573503852    3.243483590    3.285110461
    8.481589316    2.613592037    3.244831146    3.284199880
    8.548365609    3.150804582    3.450039807    3.468718175
    8.615141903    3.153858182    3.348723311    3.360773211
    8.681918197    3.092769051    3.322629059    3.336995548
    8.748694491    2.995496061    3.311807618    3.331657043
    8.815470785    3.100758589    3.267474093    3.278051125
    8.882247078    2.996114554    2.982673354    2.981746666
    8.949023372    2.737617552    2.295860299    2.268307961
    9.015799666    2.189705714    2.073516104    2.066372931
    9.082575960    1.852039607    1.954741674    1.961050168
    9.149352254    1.992352806    2.020543628    2.022316885
    9.216128548    2.253516157    1.981284205    1.964304108
    9.282904841    2.532455942    2.085711219    2.057795670
    9.349681135    2.633615003    2.217310731    2.191172769
    9.416457429    2.594823989    2.135061672    2.106457178
    9.483233723    1.614190199    1.804728656    1.816847981
    9.550010017    1.011492532    1.406886202    1.431688368
    9.616786311    1.343072574    1.488893462    1.497838142
    9.683562604    1.446327419    1.438435844    1.437837945
    9.750338898    1.573416642    1.468573488    1.461945039
    9.817115192    1.739989380    1.585031463    1.575268719
    9.883891486    2.075015495    1.816859365    1.800694254
    9.950667780    2.408799198    1.890644130    1.858377075
   10.017444073    2.565293115    1.841778359    1.796836194
   10.084220367    2.222940786    1.929672742    1.911465566
   10.150996661    1.581022815    1.928538520    1.950149715
   10.217772955    1.218906154    2.020628587    2.070516831
   10.284549249    1.166311514    1.932801300    1.980621367
   10.351325543    1.272909651    1.670460874    1.695304502
   10.418101836    0.953011472    1.459303775    1.491103660
   10.484878130    1.138285694    1.645122994    1.677114955
   10.551654424    1.579614445    1.810722434    1.825488643
   10.618430718    1.706575472    1.828335685    1.836022368
   10.685207012    1.561293136    1.621801713    1.625404665
   10.751983306    1.546618897    1.781124562    1.795479884
   10.818759599    1.416328860    1.856229531    1.883301265
   10.885535893    1.448999908    1.576724197    1.584667960
   10.952312187    1.495058894    1.302413812    1.290361611
   11.019088481    1.266260184    1.104868228    1.094809093
   11.085864775    1.207635532    1.194727176    1.193707243
   11.152641068    1.296261224    1.440496339    1.449395433
   11.219417362    1.224878570    1.253922278    1.255799443
   11.286193656    0.954088533    1.151261103    1.163749247
   11.352969950    0.997457330    1.276233655    1.293669427
   11.419746244    1.023518548    1.342746795    1.362716003
   11.486522538    1.027770019    1.348000144    1.368226553
   11.553298831    1.257881340    1.511026589    1.526905603
   11.620075125    1.475316078    1.593205276    1.600668117
   11.686851419    1.361737011    1.464286594    1.470683752
   11.753627713    1.194398390    1.592703100    1.617632180
   11.820404007    0.977696807    1.624089866    1.664598105
   11.887180301    1.260023020    1.588526743    1.609010905
   11.953956594    1.554756146    1.497841389    1.494338741
   12.020732888    1.623548181    1.271772661    1.249937399
   12.087509182    1.686130417    1.146314868    1.112706721
   12.154285476    1.559150466    1.076301395    1.046149534
   12.221061770    1.243357881    0.922826159    0.902872970
   12.287838063    1.339236188    1.104741267    1.090123226
   12.354614357    1.508886210    1.348593664    1.338652492
   12.421390651    1.684541328    1.567974336    1.560567496
   12.488166945    1.872922388    1.686601394    1.674791787
   12.554943239    2.159712767    1.938180459    1.924253426
   12.621719533    2.366319922    2.163909092    2.151114300
   12.688495826    2.187141189    2.227038406    2.229488990
   12.755272120    2.327651363    2.208133868    2.200716642
   12.822048414    2.768611657    2.434557405    2.413673607
   12.888824708    2.922900394    2.776480327    2.767313820
   12.955601002    2.720452951    2.718050130    2.717864383
   13.022377295    2.652283089    2.597120642    2.593545735
   13.089153589    2.884106025    2.744799941    2.736019845
   13.155929883    3.033507522    2.709259605    2.689035561
   13.222706177    3.152901787    2.855648228    2.837265854
   13.289482471    3.242221270    2.935973728    2.916900221
   13.356258765    3.170035759    2.905474295    2.889002204
   13.423035058    3.076585347    2.946149698    2.937843312
   13.489811352    3.078565394    2.973531815    2.966849680
   13.556587646    3.030585869    3.020929552    3.020344637
   13.623363940    2.858414583    2.624678535    2.610148665
   13.690140234    2.271929422    1.972982616    1.954228044
   13.756916528    2.049890960    1.891907860    1.882073512
   13.823692821    2.164110084    1.974013981    1.962113953
   13.890469115    2.126431343    1.976173027    1.966870507
   13.957245409    1.930302982    1.811088261    1.803644037
   14.024021703    1.637599012    1.497226316    1.488386103
   14.090797997    1.372561756    1.263636472    1.256679522
   14.157574290    0.780420455    1.122717257    1.144066381
   14.224350584    0.451037439    0.725695432    0.742772444
   14.291126878    0.553771609    0.317266555    0.302366671
   14.357903172    0.419957862    0.142990796    0.125903640
   14.424679466    0.426093261    0.220371027    0.207556663
   14.491455760    0.109200747    0.387818760    0.404936613
   14.558232053   -0.169859133    0.292166401    0.320833541
   14.625008347   -0.249352680    0.179530521    0.206287747
   14.691784641   -0.370897821    0.177749716    0.212219416
   14.758560935   -0.287500436    0.244726265    0.277962917
   14.825337229   -0.562072764    0.149650299    0.194023768
   14.892113523   -0.466678759    0.274336388    0.320475230
   14.958889816   -0.620947874    0.177625046    0.227467878
   15.025666110   -0.671997919    0.031058094    0.075031634
   15.092442404   -0.816707925   -0.321589842   -0.290465241
   15.159218698   -0.740692986   -0.542603724   -0.530023179
   15.225994992   -0.627835229   -0.355412037   -0.338308644
   15.292771285   -0.867616624   -0.370492494   -0.339442587
   15.359547579   -0.913924776   -0.320223720   -0.283131549
   15.426323873   -0.747205181   -0.420777231   -0.400229508
   15.493100167   -0.781336442   -0.733763647   -0.730795101
   15.559876461   -0.783646023   -1.038327176   -1.054193298
   15.626652755   -0.837845597   -1.017075894   -1.028109008
   15.693429048   -1.027408753   -1.133179000   -1.139766887
   15.760205342   -1.144046299   -1.109563245   -1.107374524
   15.826981636   -0.913036737   -0.865603932   -0.862529550
   15.893757930   -0.678129465   -0.811440364   -0.819863083
   15.960534224   -0.517047441   -0.717738623   -0.730321523
   16.027310518   -0.415493565   -0.566841665   -0.576431751
   16.094086811   -0.365664376   -0.461582211   -0.467467547
   16.160863105   -0.589579572   -0.636992942   -0.639811269
   16.227639399   -0.671712291   -0.845954281   -0.856919745
   16.294415693   -0.400289686   -0.848193522   -0.876205722
   16.361191987   -0.402179439   -0.793331827   -0.817789839
   16.427968280   -0.153027892   -0.459397183   -0.478543817
   16.494744574    0.145620576   -0.098811451   -0.114008091
   16.561520868    0.021853696   -0.130871789   -0.140466203
   16.628297162   -0.029970530   -0.337436803   -0.356714497
   16.695073456   -0.100216716   -0.511597919   -0.537386581
   16.761849750   -0.025615640   -0.352982733   -0.373429026
   16.828626043   -0.000973843   -0.117968189   -0.125301158
   16.895402337    0.085390444   -0.029723370   -0.036939353
   16.962178631   -0.095686378   -0.157583137   -0.161413034
   17.028954925   -0.391951041   -0.196385700   -0.184099558
   17.095731219   -0.517389919   -0.289300327   -0.275059552
   17.162507513   -0.621822652   -0.389830699   -0.375372349
   17.229283806   -0.621477943   -0.687080270   -0.691254613
   17.296060100   -0.563463886   -0.702529829   -0.711273082
   17.362836394   -0.477909840   -0.574541256   -0.580609697
   17.429612688   -0.518549227   -0.488266716   -0.486386253
   17.496388982   -0.734329822   -0.615611267   -0.608131236
   17.563165275   -1.049670646   -0.802183505   -0.786612320
   17.629941569   -1.097131818   -0.804037674   -0.785679017
   17.696717863   -0.804356138   -0.724735574   -0.719716433
   17.763494157   -0.667317032   -0.738785128   -0.743286634
   17.830270451   -0.790799209   -0.818895170   -0.820542275
   17.897046745   -0.966510019   -0.936967993   -0.935142613
   17.963823038   -1.192300939   -1.191468368   -1.191494876
   18.030599332   -1.064092915   -1.190323311   -1.198206542
   18.097375626   -0.943717618   -1.015431651   -1.019948503
   18.164151920   -0.854663124   -0.893538255   -0.895992874
   18.230928214   -0.712743013   -0.792583678   -0.797604081
   18.297704508   -0.692968024   -0.711259783   -0.712410077
   18.364480801   -0.744600106   -0.777268810   -0.779367152
   18.431257095   -0.846265089   -0.852736154   -0.853204638
   18.498033389   -0.869295157   -0.892605531   -0.893990901
   18.564809683   -0.817246125   -0.851748092   -0.853864932
   18.631585977   -0.732790951   -0.753759991   -0.755068566
   18.698362270   -0.730063271   -0.776278974   -0.779111475
   18.765138564   -0.806505425   -0.797919640   -0.797302365
   18.831914858   -0.662685702   -0.810331506   -0.819567729
   18.898691152   -0.560483073   -0.812798212   -0.828647603
   18.965467446   -0.791918728   -0.841834601   -0.845045454
   19.032243740   -0.993288644   -0.882860105   -0.875881766
   19.099020033   -0.967425991   -0.873063439   -0.867206745
   19.165796327   -0.965142270   -0.854742621   -0.847883602
   19.232572621   -1.081701219   -0.912163664   -0.901583243
   19.299348915   -1.251691884   -1.128830246   -1.121132100
   19.366125209   -1.305191048   -1.273262005   -1.271300248
   19.432901503   -1.417096328   -1.436843805   -1.438021806
   19.499677796   -1.429035212   -1.489659142   -1.493390275
   19.566454090   -1.392637568   -1.463929036   -1.468369858
   19.633230384   -1.389905562   -1.435668598   -1.438469731
   19.700006678   -1.411271302   -1.448572523   -1.450888294
   19.766782972   -1.406336909   -1.456869204   -1.459983466
   19.833559265   -1.438554773   -1.422481184   -1.421494650
   19.900335559   -1.370326385   -1.297646629   -1.293153636
   19.967111853   -1.323728326   -1.292170989   -1.290245312
   20.033888147   -1.313694696   -1.296292920   -1.295273349
   20.100664441   -1.305115140   -1.315501423   -1.316207554
   20.167440735   -1.314793463   -1.251390534   -1.247450803
   20.234217028   -1.284706050   -1.230476406   -1.227076853
   20.300993322   -1.257589642   -1.213115206   -1.210295081
   20.367769616   -1.160124416   -1.155713724   -1.155416837
   20.434545910   -1.088046258   -1.071914763   -1.070894911
   20.501322204   -1.029918026   -0.949142402   -0.944054298
   20.568098497   -0.976832505   -0.945348933   -0.943347750
   20.634874791   -0.886248529   -0.943645657   -0.947224052
   20.701651085   -0.841466935   -0.921258802   -0.926236563
   20.768427379   -0.850120043   -0.945849858   -0.951887009
   20.835203673   -0.917469451   -0.966213593   -0.969255613
   20.901979967   -0.941121372   -0.939535275   -0.939399956
   20.968756260   -0.884270542   -0.893624872   -0.894186180
   21.035532554   -0.895611636   -0.867896742   -0.866186414
   21.102308848   -0.819772381   -0.770040137   -0.766975609
   21.169085142   -0.807179537   -0.794987954   -0.794279286
   21.235861436   -0.698241169   -0.731369385   -0.733449591
   21.302637730   -0.636813079   -0.660971612   -0.662466394
   21.369414023   -0.632816612   -0.608772541   -0.607297109
   21.436190317   -0.637847755   -0.616232412   -0.614857699
   21.502966611   -0.705412388   -0.713012827   -0.713438697
   21.569742905   -0.747999677   -0.739249275   -0.738696634
   21.636519199   -0.752929369   -0.712759968   -0.710255584
   21.703295492   -0.645624764   -0.614352101   -0.612423578
   21.770071786   -0.546094317   -0.596974478   -0.600161304
   21.836848080   -0.557048033   -0.635042723   -0.639964213
   21.903624374   -0.544652670   -0.581416978   -0.583720436
   21.970400668   -0.531201060   -0.506559438   -0.505032080
   22.037176962   -0.525542503   -0.509096108   -0.508047600
   22.103953255   -0.481672052   -0.516408816   -0.518587862
   22.170729549   -0.389702870   -0.476432223   -0.481809721
   22.237505843   -0.328623000   -0.428755715   -0.434978894
   22.304282137   -0.341334443   -0.410882594   -0.415243458
   22.371058431   -0.391381694   -0.407008854   -0.408011300
   22.437834725   -0.409117907   -0.345076711   -0.341050502
   22.504611018   -0.361203478   -0.274173344   -0.268741994
   22.571387312   -0.344531910   -0.259703482   -0.254448037
   22.638163606   -0.293344279   -0.271765375   -0.270418851
   22.704939900   -0.192996466   -0.204349079   -0.205023090
   22.771716194   -0.196614909   -0.195298455   -0.195169286
   22.838492487   -0.243248690   -0.237697028   -0.237368633
   22.905268781   -0.248925473   -0.237408962   -0.236700078
   22.972045075   -0.286862770   -0.231115774   -0.227626076
   23.038821369   -0.216879356   -0.205437365   -0.204716892
   23.105597663   -0.159507622   -0.215034086   -0.218526431
   23.172373957   -0.209950945   -0.263751129   -0.267113795
   23.239150250   -0.301562484   -0.265326029   -0.263086697
   23.305926544   -0.299817214   -0.298419620   -0.298368060
   23.372702838   -0.231839567   -0.250176256   -0.251302301
   23.439479132   -0.211127291   -0.179401190   -0.177376159
   23.506255426   -0.166271486   -0.124263882   -0.121626896
   23.573031720   -0.105481605   -0.083612976   -0.082242697
   23.639808013   -0.088858393   -0.069676589   -0.068425528
   23.706584307   -0.107814900   -0.106081019   -0.105989028
   23.773360601   -0.103836965   -0.149425260   -0.152302739
   23.840136895   -0.066455990   -0.136732720   -0.141140310
   23.906913189   -0.113161113   -0.133153774   -0.134406169
   23.973689482   -0.132688677   -0.112014827   -0.110739294
   24.040465776   -0.086403881   -0.100338260   -0.101231253
   24.107242070   -0.017690913   -0.073559064   -0.077027803
   24.174018364   -0.053317309   -0.035600827   -0.034485624
   24.240794658   -0.042005062    0.003029042    0.005845873
   24.307570952   -0.004011859    0.038294243    0.040938377
   24.374347245    0.029454324    0.049884356    0.051178994
   24.441123539    0.011779288    0.035251485    0.036706068
   24.507899833    0.021960336    0.064615466    0.067268810
   24.574676127    0.028192099    0.033872138    0.034220981
   24.641452421    0.058987651    0.046032999    0.045247633
   24.708228715    0.055700313    0.065041045    0.065600024
   24.775005008    0.064457508    0.076876113    0.077649597
   24.841781302    0.105507034    0.129895678    0.131454065
   24.908557596    0.124450841    0.128416627    0.128679792
   24.975333890    0.121447938    0.107510168    0.106641155
   25.042110184    0.114699968    0.090059545    0.088520887
   25.108886477    0.151183915    0.126834273    0.125308134
   25.175662771    0.187385230    0.145210286    0.142543782
   25.242439065    0.203770309    0.141561403    0.137654905
   25.309215359    0.180672542    0.128733589    0.125474510
   25.375991653    0.194225111    0.139876365    0.136490613
   25.442767947    0.181341961    0.172832509    0.172314891
   25.509544240    0.200224792    0.182362241    0.181244460
   25.576320534    0.206118235    0.192642929    0.191796985
   25.643096828    0.214764168    0.220622903    0.220973413
   25.709873122    0.229352970    0.215395186    0.214518461
   25.776649416    0.242163052    0.223366946    0.222193482
   25.843425710    0.221767695    0.230735039    0.231308871
   25.910202003    0.185139290    0.218242804    0.220315109
   25.976978297    0.188509671    0.212472293    0.213976110
   26.043754591    0.238620722    0.248211674    0.248812609
   26.110530885    0.278952181    0.286596849    0.287070854
   26.177307179    0.327561867    0.322299426    0.321978882
   26.244083472    0.302952756    0.315719974    0.316508157
   26.310859766    0.273938137    0.288091767    0.288953882
   26.377636060    0.269755078    0.322423457    0.325718811
   26.444412354    0.248691928    0.307274884    0.310963265
   26.511188648    0.237964138    0.281849100    0.284594323
   26.577964942    0.269694939    0.283439081    0.284290171
   26.644741235    0.291672998    0.277109757    0.276204097
   26.711517529    0.276497299    0.283052640    0.283466847
   26.778293823    0.302893474    0.303679736    0.303719918
   26.845070117    0.332774015    0.322165602    0.321492471
   26.911846411    0.372030888    0.365737257    0.365338126
   26.978622705    0.353549348    0.359270886    0.359616467
   27.045398998    0.311317822    0.329112566    0.330225758
   27.112175292    0.314261454    0.309454964    0.309172667
   27.178951586    0.305180450    0.281933884    0.280476848
   27.245727880    0.281167177    0.256208920    0.254655957
   27.312504174    0.291887087    0.275545684    0.274544093
   27.379280467    0.315281058    0.309088648    0.308690098
   27.446056761    0.344127253    0.341063056    0.340866865
   27.512833055    0.383023498    0.359028009    0.357525933
   27.579609349    0.417401163    0.368423070    0.365353923
   27.646385643    0.423759613    0.382962957    0.380414593
   27.713161937    0.412301175    0.388463915    0.386956659
   27.779938230    0.398796065    0.395190034    0.394960898
   27.846714524    0.386109338    0.402940198    0.404016422
   27.913490818    0.313439995    0.360095691    0.363009487
   27.980267112    0.311596583    0.389753617    0.394630051
   28.047043406    0.394188875    0.448630193    0.452033951
   28.113819699    0.448739073    0.468857797    0.470121061
   28.180595993    0.461029207    0.449049956    0.448306545
   28.247372287    0.438063146    0.422527325    0.421567757
   28.314148581    0.448963047    0.431500278    0.430410038
   28.380924875    0.494573724    0.470670082    0.469167356
   28.447701169    0.518121849    0.495163940    0.493718611
   28.514477462    0.508163616    0.508809201    0.508864277
   28.581253756    0.527446536    0.533644812    0.534028793
   28.648030050    0.494637796    0.511764299    0.512810671
   28.714806344    0.480283752    0.491622059    0.492326992
   28.781582638    0.473228999    0.478684277    0.479018109
   28.848358932    0.463963704    0.455707601    0.455197253
   28.915135225    0.511297095    0.489442025    0.488075825
   28.981911519    0.547008654    0.516102727    0.514164852
   29.048687813    0.558987376    0.524990458    0.522862475
   29.115464107    0.542521296    0.525082687    0.523998281
   29.182240401    0.534160525    0.524738311    0.524146821
   29.249016694    0.556506075    0.553253372    0.553054979
   29.315792988    0.580619118    0.572298316    0.571772111
   29.382569282    0.598295084    0.569808095    0.568034801
   29.449345576    0.600012664    0.591244107    0.590702059
   29.516121870    0.567597312    0.589277692    0.590621622
   29.582898164    0.560347310    0.578243269    0.579370490
   29.649674457    0.567315359    0.568061439    0.568101301
   29.716450751    0.549643767    0.559919810    0.560557880
   29.783227045    0.546970443    0.582458004    0.584669981
   29.850003339    0.561955559    0.603119597    0.605702755
   29.916779633    0.614454863    0.631232570    0.632285898
   29.983555927    0.657421283    0.657638752    0.657646337
   30.050332220    0.697958772    0.691169174    0.690749426
   30.117108514    0.720006969    0.711872512    0.711371192
   30.183884808    0.716400771    0.734512009    0.735639143
   30.250661102    0.712391020    0.740696315    0.742473130
   30.317437396    0.706235948    0.738848766    0.740894703
   30.384213689    0.709166019    0.729749644    0.731020664
   30.450989983    0.727166968    0.719060139    0.718539604
   30.517766277    0.744307100    0.722852911    0.721513518
   30.584542571    0.757329139    0.747070454    0.746422722
   30.651318865    0.760881002    0.772152903    0.772842971
   30.718095159    0.778903361    0.788787035    0.789412573
   30.784871452    0.794319547    0.796835888    0.796996717
   30.851647746    0.813346904    0.807856316    0.807516398
   30.918424040    0.824623954    0.822798994    0.822674722
   30.985200334    0.822435682    0.825607685    0.825805999
   31.051976628    0.814633158    0.834246810    0.835478776
   31.118752922    0.833152045    0.854428740    0.855743478
   31.185529215    0.840867865    0.840956864    0.840979908
   31.252305509    0.844228776    0.848555350    0.848836464
   31.319081803    0.865325659    0.859799556    0.859451903
   31.385858097    0.889790528    0.904411723    0.905314708
   31.452634391    0.851867676    0.869501796    0.870604833
   31.519410684    0.836402180    0.807273670    0.805463802
   31.586186978    0.829450666    0.808734095    0.807413089
   31.652963272    0.825755437    0.827754845    0.827881103
   31.719739566    0.813185992    0.840806596    0.842540650
   31.786515860    0.796700751    0.837336534    0.839876979
   31.853292154    0.835564340    0.862746255    0.864456735
   31.920068447    0.869318009    0.902055980    0.904108066
   31.986844741    0.861263570    0.921442772    0.925213505
   32.053621035    0.849142463    0.890579992    0.893194243
   32.120397329    0.866596864    0.853847518    0.853054861
   32.187173623    0.859305263    0.813142334    0.810246914
   32.253949917    0.884998872    0.808891974    0.804151853
   32.320726210    0.896125822    0.810175201    0.804813684
   32.387502504    0.836773378    0.773298419    0.769311800
   32.454278798    0.773304199    0.775714722    0.775869087
   32.521055092    0.790147208    0.820313538    0.822225477
   32.587831386    0.796886724    0.808549216    0.809284865
   32.654607679    0.759495065    0.781089852    0.782439401
   32.721383973    0.716342277    0.716623769    0.716614751
   32.788160267    0.713055327    0.668744242    0.665958850
   32.854936561    0.724073035    0.626914629    0.620853560
   32.921712855    0.755385705    0.666155652    0.660569224
   32.988489149    0.754572581    0.686054305    0.681766836
   33.055265442    0.720995002    0.692255158    0.690500707
   33.122041736    0.643105437    0.669697096    0.671395035
   33.188818030    0.644292001    0.653984683    0.654581979
   33.255594324    0.645962715    0.649275209    0.649427358
   33.322370618    0.582051993    0.652737191    0.657125394
   33.389146912    0.555435940    0.644927318    0.650529268
   33.455923205    0.537656557    0.594199633    0.597746096
   33.522699499    0.542973578    0.586298760    0.589023976
   33.589475793    0.519507199    0.572423676    0.575734411
   33.656252087    0.516101849    0.565794871    0.568898039
   33.723028381    0.498500534    0.535145637    0.537462052
   33.789804674    0.463210787    0.475388959    0.476146556
   33.856580968    0.476584227    0.463590976    0.462762481
   33.923357262    0.472779580    0.470496096    0.470339864
   33.990133556    0.468082471    0.443551635    0.442025159
   34.056909850    0.450760934    0.439788046    0.439094708
   34.123686144    0.375148363    0.426835735    0.430081888
   34.190462437    0.352798034    0.431069602    0.435969787
   34.257238731    0.340925431    0.393899332    0.397215361
   34.324015025    0.386166942    0.413155962    0.414866935
   34.390791319    0.403327837    0.416249760    0.417069503
   34.457567613    0.410202834    0.437079215    0.438761067
   34.524343907    0.438504773    0.451622411    0.452436850
   34.591120200    0.473654197    0.454787341    0.453599992
   34.657896494    0.490432528    0.446607315    0.443871124
   34.724672788    0.492726998    0.441956124    0.438796725
   34.791449082    0.485420073    0.422234264    0.418274323
   34.858225376    0.509466985    0.434747702    0.430031737
   34.925001669    0.511143810    0.441193024    0.436787576
   34.991777963    0.513435532    0.441366325    0.436865169
   35.058554257    0.500201347    0.458296463    0.455687203
   35.125330551    0.472627699    0.460511913    0.459752854
   35.192106845    0.471499806    0.460505931    0.459827044
   35.258883139    0.507438369    0.497319585    0.496687123
   35.325659432    0.533988500    0.502138473    0.500145116
   35.392435726    0.509245266    0.477630632    0.475630816
   35.459212020    0.504969421    0.463257252    0.460626358
   35.525988314    0.517030368    0.478731392    0.476339672
   35.592764608    0.557168847    0.495138575    0.491260784
   35.659540902    0.596196606    0.533373633    0.529455660
   35.726317195    0.595827683    0.565097389    0.563182068
   35.793093489    0.605454164    0.596633299    0.596094345
   35.859869783    0.608704828    0.588374530    0.587103609
