# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    5.676984975    4.888849829    4.922510678    4.924645953
    5.743761269    4.383760599    4.731032028    4.752717805
    5.810537563    4.419339685    4.638903989    4.652604252
    5.877313856    4.312299937    4.205376014    4.198651552
    5.944090150    4.674046788    4.432786017    4.417781280
    6.010866444    5.133361647    5.040885624    5.035179557
    6.077642738    4.849793345    4.677197962    4.666356479
    6.144419032    4.617152672    4.231940835    4.207726197
    6.211195326    4.840125224    4.262000564    4.225894267
    6.277971619    4.887838787    4.070823791    4.019807401
    6.344747913    4.798616771    3.679655933    3.609626183
    6.411524207    4.670868638    3.755667532    3.698420436
    6.478300501    5.102697832    3.935240294    3.862300858
    6.545076795    5.469174499    3.655416357    3.542050701
    6.611853088    4.974555634    3.473286628    3.379458840
    6.678629382    4.166573621    3.614040566    3.579466532
    6.745405676    3.710860342    3.592947238    3.585555784
    6.812181970    3.794095891    3.689819572    3.683291448
    6.878958264    3.888957595    3.477100623    3.451325004
    6.945734558    4.077181585    3.588140183    3.557605927
    7.012510851    4.323542122    3.763425715    3.728446570
    7.079287145    4.210361793    3.605541665    3.567800171
    7.146063439    3.871618851    3.656019270    3.642561163
    7.212839733    3.614841037    3.491409480    3.483650817
    7.279616027    3.586928103    3.410490019    3.399515992
    7.346392321    3.645401836    3.161787111    3.131597090
    7.413168614    3.790584303    3.331766037    3.302991556
    7.479944908    3.810710850    3.537074173    3.519950263
    7.546721202    3.939369212    3.528796167    3.503215252
    7.613497496    3.942756843    3.359697403    3.323315933
    7.680273790    3.930477006    3.344643399    3.308032493
    7.747050083    4.159696799    3.601440618    3.566597913
    7.813826377    4.244588664    3.781708230    3.752787642
    7.880602671    4.411574723    4.282054932    4.274029431
    7.947378965    3.964371473    4.026040344    4.029890943
    8.014155259    4.098155336    3.903870190    3.891788186
    8.080931553    4.130085497    3.905070122    3.891090650
    8.147707846    3.779800017    3.705253153    3.700590079
    8.214484140    3.842080605    3.881023561    3.883451302
    8.281260434    3.891690470    3.813827715    3.808964990
    8.348036728    4.053096976    3.688234002    3.665368791
    8.414813022    4.319006272    3.993770557    3.973383995
    8.481589316    4.238797136    4.572148728    4.592946526
    8.548365609    3.991616169    4.608424810    4.646965349
    8.615141903    4.170799012    4.583693316    4.609509839
    8.681918197    4.397692836    4.671084393    4.688179569
    8.748694491    4.653278060    4.989529984    5.010479825
    8.815470785    4.983496642    5.045688418    5.049561860
    8.882247078    5.020794241    4.977076550    4.974347432
    8.949023372    4.993307044    5.087946565    5.093864152
    9.015799666    4.865725841    5.164347938    5.182993956
    9.082575960    4.641964546    5.130003279    5.160476470
    9.149352254    4.602121660    4.875394326    4.892430112
    9.216128548    4.775914875    4.963901596    4.975646725
    9.282904841    5.109532787    5.063988477    5.061152861
    9.349681135    5.431824455    4.995632205    4.968396600
    9.416457429    5.262920879    4.882298059    4.858497750
    9.483233723    5.051635208    4.852503538    4.840057106
    9.550010017    4.791393826    4.724212677    4.720007040
    9.616786311    4.363194472    4.442591228    4.447535764
    9.683562604    4.015345543    4.057609770    4.060282196
    9.750338898    3.869149398    4.007403551    4.016054511
    9.817115192    3.868466313    4.066775909    4.079118270
    9.883891486    4.313872165    4.070271126    4.055003196
    9.950667780    4.708705499    4.096553551    4.058352291
   10.017444073    4.223104452    3.977807388    3.962568103
   10.084220367    4.241341198    4.050560641    4.038648031
   10.150996661    4.367241697    4.210259819    4.200259247
   10.217772955    4.479567408    4.243006897    4.228093859
   10.284549249    4.791114094    4.118505144    4.076485971
   10.351325543    4.908438025    4.284908295    4.246050718
   10.418101836    4.658449461    4.277302274    4.253592733
   10.484878130    4.318410491    4.233290026    4.228097138
   10.551654424    4.056835461    4.102738256    4.105591796
   10.618430718    4.117416403    4.217691205    4.223920731
   10.685207012    4.112631159    4.237038552    4.244866379
   10.751983306    4.192834992    4.332118007    4.340836475
   10.818759599    4.088562759    4.478559757    4.502884905
   10.885535893    3.956315065    4.333658837    4.357283369
   10.952312187    3.664662707    3.813411489    3.822728446
   11.019088481    3.644946706    3.848801524    3.861494729
   11.085864775    3.707388202    3.977441960    3.994203410
   11.152641068    4.018845518    3.833375938    3.821731754
   11.219417362    4.193788070    3.788248461    3.762891944
   11.286193656    3.946611919    3.746550052    3.733994445
   11.352969950    3.736132072    3.765566929    3.767355073
   11.419746244    3.759909570    4.022979247    4.039437926
   11.486522538    3.596859734    3.818556182    3.832426757
   11.553298831    3.472002527    3.610713149    3.619381610
   11.620075125    3.407985167    3.691304662    3.709033787
   11.686851419    3.180641699    3.575705153    3.600427879
   11.753627713    3.277044814    3.574694147    3.593276359
   11.820404007    3.488585180    3.711632065    3.725531780
   11.887180301    3.531830920    3.762209775    3.776594132
   11.953956594    3.515715549    3.685236941    3.695802333
   12.020732888    3.385570081    3.619564322    3.634225854
   12.087509182    3.040955450    3.342993872    3.361887753
   12.154285476    2.875083800    3.204148756    3.224744603
   12.221061770    2.874918161    3.198614898    3.218861734
   12.287838063    2.876636724    3.153673137    3.171010698
   12.354614357    2.813613512    2.920157545    2.926894453
   12.421390651    2.763984577    2.775231477    2.776011745
   12.488166945    2.736847978    2.832800472    2.838843387
   12.554943239    2.794404200    2.930731937    2.939249512
   12.621719533    2.888687418    3.017758833    3.025806887
   12.688495826    3.027551775    2.995171662    2.993110187
   12.755272120    3.122684462    3.042268055    3.037252239
   12.822048414    3.129386526    3.200737699    3.205205212
   12.888824708    3.118110067    3.238895737    3.246443060
   12.955601002    3.337169389    3.329218197    3.328747593
   13.022377295    3.492986878    3.457921822    3.455718614
   13.089153589    3.691279787    3.605158413    3.599750211
   13.155929883    3.747374858    3.708643648    3.706268814
   13.222706177    3.868014897    3.773590984    3.767681129
   13.289482471    4.128821544    3.955186763    3.944352199
   13.356258765    4.317598436    4.150761175    4.140304764
   13.423035058    4.372539303    4.323587788    4.320468230
   13.489811352    4.661625735    4.630723850    4.628776222
   13.556587646    5.002922436    4.945471365    4.941904712
   13.623363940    5.349241673    5.288922508    5.285148263
   13.690140234    5.637674055    5.332342593    5.313302772
   13.756916528    5.810067981    5.602169428    5.589190635
   13.823692821    5.783785184    5.708889425    5.704218636
   13.890469115    5.792403199    5.706191969    5.700795655
   13.957245409    5.826663907    5.555558674    5.538599432
   14.024021703    6.085795796    5.579022752    5.547370928
   14.090797997    6.152961668    5.647765067    5.616191125
   14.157574290    5.845087170    5.434148549    5.408491450
   14.224350584    5.781088612    5.366250695    5.340403365
   14.291126878    5.788451876    5.379700956    5.354159707
   14.357903172    5.762391115    5.293176450    5.263832464
   14.424679466    5.760815102    5.287200649    5.257597843
   14.491455760    5.530488731    5.007641041    4.974903014
   14.558232053    5.443501083    4.858248116    4.821621481
   14.625008347    5.238525431    4.761268297    4.731440509
   14.691784641    5.001773491    4.776134905    4.761973069
   14.758560935    4.924447252    4.912708057    4.912019313
   14.825337229    4.979356692    4.947152358    4.945104080
   14.892113523    4.800621280    4.929541204    4.937564240
   14.958889816    4.696346106    4.975376557    4.992779191
   15.025666110    4.912800020    4.971411412    4.974995109
   15.092442404    4.887443867    4.850125663    4.847784863
   15.159218698    4.454071033    4.598147412    4.607111558
   15.225994992    4.254723514    4.557495427    4.576400073
   15.292771285    4.170008274    4.528895501    4.551273031
   15.359547579    4.123997713    4.465228513    4.486576588
   15.426323873    3.852385078    4.362623854    4.394538526
   15.493100167    3.708766293    4.366284562    4.407371344
   15.559876461    3.641199759    4.173084307    4.206331218
   15.626652755    3.768618294    4.084733092    4.104539318
   15.693429048    3.603341750    3.974760893    3.997940963
   15.760205342    3.373401487    3.815140490    3.842740369
   15.826981636    3.315170721    3.674590281    3.697062306
   15.893757930    3.248596973    3.545612921    3.564189186
   15.960534224    3.087860795    3.248537724    3.258601253
   16.027310518    3.078334758    3.230293504    3.239803621
   16.094086811    3.005957249    3.265271965    3.281525565
   16.160863105    2.973833960    3.189709745    3.203223634
   16.227639399    3.013103818    3.236347451    3.250305268
   16.294415693    3.029296049    3.198212242    3.208751886
   16.361191987    2.979722309    3.152522762    3.163339827
   16.427968280    3.036636589    3.113749961    3.118588611
   16.494744574    2.913123266    3.067841878    3.077512371
   16.561520868    2.941568626    3.040663829    3.046852243
   16.628297162    3.100060121    3.048414014    3.045183766
   16.695073456    3.153970509    3.090504757    3.086526811
   16.761849750    3.350140361    3.153449447    3.141160259
   16.828626043    3.478525933    3.164497519    3.144903857
   16.895402337    3.527597623    3.281364383    3.265977992
   16.962178631    3.476082101    3.221950823    3.206068824
   17.028954925    3.405287341    3.206942840    3.194550485
   17.095731219    3.456133346    3.301402014    3.291721038
   17.162507513    3.462681663    3.264327050    3.251934270
   17.229283806    3.451638222    3.337125978    3.329952007
   17.296060100    3.398098241    3.424703963    3.426339229
   17.362836394    3.521380514    3.318114915    3.305396264
   17.429612688    3.474170087    3.330551895    3.321558156
   17.496388982    3.227231266    3.285682138    3.289345018
   17.563165275    3.041765338    3.200095006    3.209967058
   17.629941569    3.066391192    3.104050552    3.106384943
   17.696717863    2.970292921    3.132024948    3.142159576
   17.763494157    2.886483833    3.063757103    3.074875877
   17.830270451    2.774609484    2.830192677    2.833701743
   17.897046745    2.755411931    2.816336572    2.820143529
   17.963823038    2.794604095    2.844612853    2.847761190
   18.030599332    2.857026914    2.798964606    2.795336519
   18.097375626    2.856232443    2.829559861    2.827908802
   18.164151920    2.692987328    2.776997627    2.782247850
   18.230928214    2.646245418    2.715765743    2.720092137
   18.297704508    2.677821044    2.659255387    2.658072993
   18.364480801    2.578729303    2.523406881    2.519946088
   18.431257095    2.537527240    2.494112882    2.491369742
   18.498033389    2.544754589    2.499941760    2.497138597
   18.564809683    2.603122408    2.508724825    2.502807207
   18.631585977    2.559420532    2.549175869    2.548561242
   18.698362270    2.475901537    2.516878670    2.519426124
   18.765138564    2.562228813    2.595303734    2.597378353
   18.831914858    2.630210301    2.682185665    2.685448129
   18.898691152    2.559092589    2.614829026    2.618327190
   18.965467446    2.552009299    2.519701121    2.517705060
   19.032243740    2.568286867    2.470858016    2.464758760
   19.099020033    2.554016352    2.492774485    2.488945499
   19.165796327    2.501314042    2.498233471    2.498043018
   19.232572621    2.564767174    2.580418268    2.581348511
   19.299348915    2.665558565    2.673159489    2.673619016
   19.366125209    2.551333301    2.563290642    2.564073302
   19.432901503    2.422040240    2.432190284    2.432805311
   19.499677796    2.331236577    2.332397565    2.332477262
   19.566454090    2.232621853    2.197335335    2.195114831
   19.633230384    2.103141984    2.040752180    2.036869153
   19.700006678    2.074261297    1.989284697    1.983973377
   19.766782972    1.936881171    1.866943422    1.862561277
   19.833559265    1.854509823    1.778693090    1.773956373
   19.900335559    1.729918107    1.691105021    1.688708363
   19.967111853    1.663350548    1.599478038    1.595504957
   20.033888147    1.556271745    1.529597639    1.527941841
   20.100664441    1.506062708    1.546996232    1.549550643
   20.167440735    1.478454982    1.558632663    1.563634384
   20.234217028    1.386571284    1.458648715    1.463153382
   20.300993322    1.316021413    1.376734705    1.380521645
   20.367769616    1.257549207    1.290339818    1.292376097
   20.434545910    1.237432640    1.264650515    1.266353076
   20.501322204    1.237203021    1.292109039    1.295532363
   20.568098497    1.197129971    1.266406172    1.270742670
   20.634874791    1.263986083    1.318845250    1.322271465
   20.701651085    1.402439582    1.360246014    1.357619387
   20.768427379    1.334624697    1.302517267    1.300526893
   20.835203673    1.231668587    1.248453572    1.249493436
   20.901979967    1.114156397    1.138102354    1.139596790
   20.968756260    1.016279652    1.069375224    1.072694723
   21.035532554    0.979734723    1.019054200    1.021517623
   21.102308848    0.969866338    0.993242491    0.994700797
   21.169085142    1.000495742    1.015550622    1.016492387
   21.235861436    1.035076913    1.005379531    1.003536155
   21.302637730    1.032252737    0.975474676    0.971932174
   21.369414023    1.003973025    0.988088383    0.987083692
   21.436190317    1.022303593    0.997710561    0.996163827
   21.502966611    0.993970147    1.018866000    1.020422227
   21.569742905    0.921701664    0.964101961    0.966753493
   21.636519199    0.911504289    0.952353385    0.954905456
   21.703295492    0.932079754    0.919093239    0.918281851
   21.770071786    0.906445669    0.885930202    0.884641422
   21.836848080    0.928371683    0.866581453    0.862732405
   21.903624374    0.868194448    0.853961149    0.853073254
   21.970400668    0.832515470    0.820097733    0.819318980
   22.037176962    0.804058762    0.810688281    0.811107491
   22.103953255    0.777598930    0.803224645    0.804825738
   22.170729549    0.804172801    0.775504304    0.773709327
   22.237505843    0.819110475    0.776588077    0.773920177
   22.304282137    0.794157169    0.798076017    0.798311741
   22.371058431    0.795876087    0.799989062    0.800245582
   22.437834725    0.796772206    0.814274572    0.815374824
   22.504611018    0.763461987    0.803136693    0.805624801
   22.571387312    0.759174396    0.781293026    0.782674264
   22.638163606    0.765884162    0.781498376    0.782471311
   22.704939900    0.803828942    0.776996911    0.775310335
   22.771716194    0.793692857    0.732806978    0.729000758
   22.838492487    0.751296535    0.723724094    0.721999215
   22.905268781    0.755366528    0.744130820    0.743425575
   22.972045075    0.788939146    0.755117047    0.753010488
   23.038821369    0.755832211    0.732513433    0.731054091
   23.105597663    0.760595607    0.736117848    0.734592387
   23.172373957    0.787719778    0.763207776    0.761692962
   23.239150250    0.755198093    0.794844881    0.797312816
   23.305926544    0.731341992    0.783749672    0.787029724
   23.372702838    0.709523390    0.730051852    0.731342133
   23.439479132    0.702843592    0.710583119    0.711058979
   23.506255426    0.718524125    0.731589060    0.732403776
   23.573031720    0.717533021    0.704885125    0.704088182
   23.639808013    0.700715208    0.696384455    0.696107086
   23.706584307    0.701163727    0.707050554    0.707417101
   23.773360601    0.672764924    0.656325756    0.655307396
   23.840136895    0.637370122    0.628002735    0.627411981
   23.906913189    0.634557940    0.621134190    0.620297186
   23.973689482    0.600826815    0.612106239    0.612806273
   24.040465776    0.575144994    0.611393554    0.613661960
   24.107242070    0.613940531    0.620650496    0.621066267
   24.174018364    0.621300283    0.634285599    0.635099495
   24.240794658    0.606204219    0.634672779    0.636451875
   24.307570952    0.604999094    0.643293281    0.645690309
   24.374347245    0.590859296    0.627276824    0.629559213
   24.441123539    0.616689402    0.656307515    0.658784597
   24.507899833    0.658173993    0.657619381    0.657586522
   24.574676127    0.644024918    0.627171808    0.626123697
   24.641452421    0.613006308    0.595924573    0.594853488
   24.708228715    0.611158896    0.597284601    0.596415502
   24.775005008    0.593656092    0.594297643    0.594338073
   24.841781302    0.577672905    0.582097315    0.582376773
   24.908557596    0.570064382    0.575164421    0.575481948
   24.975333890    0.570086792    0.556780553    0.555938738
   25.042110184    0.578195241    0.569026990    0.568453787
   25.108886477    0.584033819    0.572810192    0.572117178
   25.175662771    0.592015184    0.578876721    0.578057449
   25.242439065    0.598270002    0.575429038    0.574002847
   25.309215359    0.577163833    0.562678385    0.561779753
   25.375991653    0.565563474    0.566773370    0.566843841
   25.442767947    0.574774689    0.586418296    0.587140413
   25.509544240    0.570926389    0.570010353    0.569949643
   25.576320534    0.549522331    0.547841339    0.547734744
   25.643096828    0.574767041    0.561237190    0.560395529
   25.709873122    0.636729936    0.597319918    0.594859219
   25.776649416    0.630541385    0.615017009    0.614037912
   25.843425710    0.581201453    0.593233077    0.593987343
   25.910202003    0.565914943    0.554523119    0.553810283
   25.976978297    0.579793355    0.557645128    0.556259508
   26.043754591    0.603318474    0.588272009    0.587331759
   26.110530885    0.604455649    0.596349232    0.595845999
   26.177307179    0.603114893    0.622900816    0.624136491
   26.244083472    0.571762376    0.605253616    0.607350336
   26.310859766    0.563572672    0.565726370    0.565866486
   26.377636060    0.571220911    0.544349005    0.542667795
   26.444412354    0.578522255    0.567171683    0.566456925
   26.511188648    0.578519682    0.592217770    0.593069070
   26.577964942    0.555715388    0.577668749    0.579039347
   26.644741235    0.527261646    0.546796911    0.548018903
   26.711517529    0.539682444    0.563712207    0.565218798
   26.778293823    0.571861515    0.570725272    0.570656077
   26.845070117    0.572927633    0.576493039    0.576717058
   26.911846411    0.561036948    0.572071834    0.572760473
   26.978622705    0.571888781    0.576287683    0.576557318
   27.045398998    0.566928781    0.574494031    0.574965566
   27.112175292    0.557714554    0.559312857    0.559416715
   27.178951586    0.530863230    0.548168481    0.549255768
   27.245727880    0.527598309    0.541906167    0.542801276
   27.312504174    0.532721437    0.523373034    0.522784908
   27.379280467    0.513107130    0.507804024    0.507470810
   27.446056761    0.541140803    0.507594278    0.505494244
   27.512833055    0.563352514    0.525208843    0.522826348
   27.579609349    0.570320749    0.539987886    0.538092970
   27.646385643    0.534258574    0.534224122    0.534222886
   27.713161937    0.498074219    0.508028886    0.508648185
   27.779938230    0.480000832    0.484799457    0.485102092
   27.846714524    0.465715802    0.468918842    0.469122415
   27.913490818    0.474068255    0.468287152    0.467928653
   27.980267112    0.496174222    0.487850434    0.487325158
   28.047043406    0.496053313    0.499686619    0.499913051
   28.113819699    0.495960204    0.515538710    0.516758728
   28.180595993    0.488477322    0.512013164    0.513482850
   28.247372287    0.477138754    0.495591151    0.496743178
   28.314148581    0.470416746    0.480365987    0.480989423
   28.380924875    0.458662061    0.475327161    0.476372259
   28.447701169    0.490085620    0.480370159    0.479766513
   28.514477462    0.480243402    0.460448480    0.459214894
   28.581253756    0.485281271    0.470928359    0.470030508
   28.648030050    0.521453271    0.505076379    0.504049370
   28.714806344    0.509186611    0.513129250    0.513373305
   28.781582638    0.479763502    0.480593243    0.480646740
   28.848358932    0.465670107    0.464294675    0.464209385
   28.915135225    0.463713165    0.460794468    0.460612826
   28.981911519    0.446122333    0.452699607    0.453106832
   29.048687813    0.444986061    0.454217371    0.454792655
   29.115464107    0.438716851    0.453839513    0.454785934
   29.182240401    0.439292503    0.438010236    0.437929918
   29.249016694    0.462838929    0.437837384    0.436272555
   29.315792988    0.497815086    0.456820906    0.454260059
   29.382569282    0.498794829    0.468212605    0.466295099
   29.449345576    0.462644791    0.462948509    0.462967105
   29.516121870    0.452946198    0.456816445    0.457059383
   29.582898164    0.463489143    0.467979809    0.468259461
   29.649674457    0.463943910    0.457339393    0.456926708
   29.716450751    0.461289287    0.450969280    0.450326159
   29.783227045    0.453795368    0.462953408    0.463524485
   29.850003339    0.458223062    0.473770048    0.474743343
   29.916779633    0.473984101    0.469021545    0.468715781
   29.983555927    0.472648738    0.461413384    0.460713304
   30.050332220    0.499072335    0.475146810    0.473652119
   30.117108514    0.469439641    0.464709870    0.464405259
   30.183884808    0.438788350    0.453107581    0.454000018
   30.250661102    0.430212827    0.448291696    0.449424815
   30.317437396    0.434019295    0.436079392    0.436209643
   30.384213689    0.448330128    0.444661296    0.444433905
   30.450989983    0.433774481    0.453849341    0.455105132
   30.517766277    0.437193521    0.468002593    0.469929159
   30.584542571    0.455529342    0.471715432    0.472722834
   30.651318865    0.476621935    0.479984799    0.480193500
   30.718095159    0.517053721    0.495215275    0.493850132
   30.784871452    0.521776749    0.496397558    0.494801756
   30.851647746    0.526343364    0.492977554    0.490894303
   30.918424040    0.517510125    0.493825058    0.492345033
   30.985200334    0.538187298    0.524968868    0.524143382
   31.051976628    0.546569080    0.535514277    0.534823947
   31.118752922    0.554327918    0.550856919    0.550642732
   31.185529215    0.604505758    0.599335221    0.599008616
   31.252305509    0.616940096    0.615451306    0.615357179
   31.319081803    0.612871296    0.635488541    0.636905006
   31.385858097    0.625919479    0.648246868    0.649640902
   31.452634391    0.641135710    0.663046871    0.664411467
   31.519410684    0.656261812    0.649046341    0.648593289
   31.586186978    0.648133977    0.647657327    0.647628426
   31.652963272    0.648451073    0.655113685    0.655529846
   31.719739566    0.647549777    0.658409290    0.659088488
   31.786515860    0.680949350    0.713177329    0.715193481
   31.853292154    0.723731903    0.750069425    0.751718806
   31.920068447    0.779799881    0.809401082    0.811248208
   31.986844741    0.771260122    0.800275575    0.802080236
   32.053621035    0.762648843    0.762973303    0.762990974
   32.120397329    0.764172907    0.765644570    0.765732902
   32.187173623    0.772566007    0.786744286    0.787629500
   32.253949917    0.803343660    0.816946639    0.817790433
   32.320726210    0.813805884    0.831457770    0.832562560
   32.387502504    0.867768480    0.875849350    0.876355602
   32.454278798    0.883016918    0.869771207    0.868945107
   32.521055092    0.838030669    0.824742376    0.823910301
   32.587831386    0.824351321    0.830448118    0.830837879
   32.654607679    0.845133644    0.848998139    0.849240646
   32.721383973    0.847018488    0.851606294    0.851902851
   32.788160267    0.825903546    0.864763776    0.867199719
   32.854936561    0.847372668    0.868683971    0.870010235
   32.921712855    0.843519440    0.844125312    0.844163795
   32.988489149    0.884712135    0.865592809    0.864392474
   33.055265442    0.947684783    0.897344670    0.894193910
   33.122041736    0.962449768    0.894591686    0.890355226
   33.188818030    0.898853837    0.874648622    0.873140903
   33.255594324    0.874919464    0.880198970    0.880530285
   33.322370618    0.899826286    0.876431552    0.874962314
   33.389146912    0.899669650    0.869938276    0.868082614
   33.455923205    0.882230339    0.865849624    0.864826899
   33.522699499    0.881218932    0.883554374    0.883705098
   33.589475793    0.908296536    0.905660051    0.905491006
   33.656252087    0.919320318    0.903141613    0.902131233
   33.723028381    0.941017333    0.903485797    0.901139785
   33.789804674    0.927551706    0.890962908    0.888676978
   33.856580968    0.878188151    0.859207095    0.858024571
   33.923357262    0.855976957    0.861053064    0.861373312
   33.990133556    0.847881429    0.872968942    0.874530707
   34.056909850    0.829296359    0.884612969    0.888067983
   34.123686144    0.782520286    0.836627189    0.840009590
   34.190462437    0.746583639    0.786235205    0.788713912
   34.257238731    0.716477603    0.743166914    0.744834619
   34.324015025    0.702687382    0.727930633    0.729508574
   34.390791319    0.669715898    0.704428847    0.706600919
   34.457567613    0.626252029    0.671862294    0.674720546
   34.524343907    0.606740558    0.667143032    0.670922733
   34.591120200    0.590018160    0.664961161    0.669652684
   34.657896494    0.595151411    0.640190742    0.643009015
   34.724672788    0.609211584    0.625458568    0.626466167
   34.791449082    0.635408127    0.647612549    0.648377137
   34.858225376    0.633575771    0.649309674    0.650300598
   34.925001669    0.611167245    0.642038126    0.643974017
   34.991777963    0.616351364    0.627247479    0.627926912
   35.058554257    0.601746448    0.585826719    0.584836105
   35.125330551    0.593940755    0.574989633    0.573804608
   35.192106845    0.604504380    0.575152501    0.573312422
   35.258883139    0.589400394    0.590647931    0.590722722
   35.325659432    0.568959552    0.584044694    0.584982140
   35.392435726    0.555614931    0.564382406    0.564932228
   35.459212020    0.552849333    0.548265529    0.547980313
   35.525988314    0.580231741    0.555733249    0.554199501
   35.592764608    0.576361844    0.532103051    0.529333036
   35.659540902    0.568116030    0.530176220    0.527800125
   35.726317195    0.562622801    0.530550935    0.528545584
   35.793093489    0.579188589    0.537751019    0.535158524
   35.859869783    0.593095456    0.547421929    0.544565586
   35.926646077    0.575742617    0.538290940    0.535950050
   35.993422371    0.593622802    0.551488857    0.548852965
   36.060198664    0.609469943    0.556918062    0.553637289
   36.126974958    0.643156496    0.552329974    0.546655701
   36.193751252    0.651873708    0.569306581    0.564147894
   36.260527546    0.651953739    0.597030754    0.593597260
   36.327303840    0.642009145    0.606246147    0.604014471
   36.394080134    0.623436115    0.621735664    0.621629287
   36.460856427    0.613002060    0.625747788    0.626541679
   36.527632721    0.595214513    0.613811224    0.614968454
   36.594409015    0.593716107    0.610721941    0.611782229
   36.661185309    0.601160792    0.626707546    0.628303853
   36.727961603    0.590951327    0.632058051    0.634627743
   36.794737896    0.595329350    0.617739109    0.619141190
   36.861514190    0.606364238    0.627216472    0.628519953
   36.928290484    0.595850461    0.632362335    0.634643378
   36.995066778    0.586420469    0.626501302    0.629006890
   37.061843072    0.598541356    0.627961509    0.629800258
   37.128619366    0.611039440    0.619012636    0.619510951
