# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
   11.886883139    3.386277796    3.652846531    3.669522666
   11.920270451    3.354541248    3.663883703    3.683237271
   11.953657763    3.285730602    3.670955880    3.695043904
   11.987045075    3.190272661    3.668198808    3.698068850
   12.020432387    3.106652446    3.629238784    3.661906333
   12.053819699    3.043008645    3.562822797    3.595327267
   12.087207012    2.989818909    3.475998437    3.506403183
   12.120594324    2.936863547    3.364549394    3.391306836
   12.153981636    2.887717569    3.230540829    3.251998649
   12.187368948    2.873643877    3.113862925    3.128897991
   12.220756260    2.896826174    3.059083033    3.069236919
   12.254143573    2.960770570    3.054138770    3.059992846
   12.287530885    3.044704038    3.059255142    3.060181205
   12.320918197    3.058398159    3.026752579    3.024788977
   12.354305509    2.988474448    2.966086993    2.964707386
   12.387692821    2.939998206    2.945950915    2.946342335
   12.421080134    2.902857132    2.942026127    2.944487781
   12.454467446    2.859222162    2.928867951    2.933231789
   12.487854758    2.835698882    2.922257587    2.927673218
   12.521242070    2.800656062    2.898389826    2.904495023
   12.554629382    2.759756046    2.869393083    2.876232879
   12.588016694    2.739256125    2.857689082    2.865074457
   12.621404007    2.745305941    2.865608774    2.873115706
   12.654791319    2.772657873    2.893580424    2.901142269
   12.688178631    2.816848913    2.925073217    2.931843903
   12.721565943    2.859378554    2.953781709    2.959685583
   12.754953255    2.889904084    2.986378366    2.992416908
   12.788340568    2.941894548    3.047865705    3.054495624
   12.821727880    3.033577856    3.106824232    3.111409696
   12.855115192    3.165075802    3.159650624    3.159322182
   12.888502504    3.340155300    3.235863680    3.229354213
   12.921889816    3.464891926    3.298325650    3.287914218
   12.955277129    3.484416415    3.322073425    3.311929262
   12.988664441    3.455197293    3.332200147    3.324517147
   13.022051753    3.482980358    3.406156047    3.401355750
   13.055439065    3.586493760    3.540482785    3.537606076
   13.088826377    3.672750754    3.627959107    3.625160965
   13.122213689    3.712635273    3.683973491    3.682186075
   13.155601002    3.780165616    3.785381032    3.785704815
   13.188988314    3.891661205    3.907659709    3.908641917
   13.222375626    3.983248868    4.022473671    4.024900410
   13.255762938    4.069442432    4.112956819    4.115657159
   13.289150250    4.186605975    4.167442272    4.166254661
   13.322537563    4.279819307    4.185265009    4.179375109
   13.355924875    4.332722141    4.208270321    4.200506248
   13.389312187    4.369506439    4.233649155    4.225163795
   13.422699499    4.429293355    4.247679000    4.236318306
   13.456086811    4.531049962    4.317950983    4.304606589
   13.489474124    4.662838822    4.496556577    4.486141198
   13.522861436    4.850323742    4.735395964    4.728202347
   13.556248748    5.053271062    4.968355321    4.963039284
   13.589636060    5.243501756    5.191846249    5.188609822
   13.623023372    5.353297952    5.340530469    5.339727970
   13.656410684    5.385378677    5.382212433    5.382000909
   13.689797997    5.440575584    5.380832759    5.377081488
   13.723185309    5.485882605    5.364638887    5.357046428
   13.756572621    5.499672382    5.385278757    5.378107389
   13.789959933    5.533043609    5.453875745    5.448897748
   13.823347245    5.561701852    5.482456574    5.477504192
   13.856734558    5.627878063    5.436691297    5.424768760
   13.890121870    5.790359834    5.453314850    5.432258469
   13.923509182    5.962560528    5.518891621    5.491169251
   13.956896494    6.100129867    5.604785475    5.573843332
   13.990283806    6.166701506    5.707289250    5.678593223
   14.023671119    6.202449327    5.781802610    5.755516069
   14.057058431    6.214322033    5.794659880    5.768417023
   14.090445743    6.228108268    5.789225910    5.761799701
   14.123833055    6.241071011    5.770368141    5.740966469
   14.157220367    6.191675492    5.693105624    5.661953024
   14.190607679    6.104183085    5.602267714    5.570904982
   14.223994992    5.995032353    5.499996801    5.469074881
   14.257382304    5.884013116    5.396200029    5.365737766
   14.290769616    5.752471768    5.308704931    5.281009034
   14.324156928    5.610353156    5.252353878    5.230007733
   14.357544240    5.484303757    5.211748487    5.194715212
   14.390931553    5.390474852    5.149552867    5.134474132
   14.424318865    5.370848612    5.095302023    5.078054986
   14.457706177    5.434304990    5.040674512    5.016056268
   14.491093489    5.519897428    4.980184936    4.946451687
   14.524480801    5.537917036    4.933004505    4.895206771
   14.557868114    5.412570255    4.904330165    4.872563513
   14.591255426    5.266312503    4.897239295    4.874155209
   14.624642738    5.243939328    4.912715565    4.891984775
   14.658030050    5.306250355    4.915362588    4.890911560
   14.691417362    5.281195964    4.842240628    4.814794610
   14.724804674    5.137053029    4.752714063    4.728675871
   14.758191987    4.986849110    4.738137551    4.722568878
   14.791579299    4.905751560    4.794496299    4.787527707
   14.824966611    4.881785554    4.866210202    4.865236754
   14.858353923    4.895442557    4.929141242    4.931239964
   14.891741235    4.909224842    4.963390236    4.966754645
   14.925128548    4.905716859    4.936857163    4.938762091
   14.958515860    4.834108560    4.871157295    4.873423513
   14.991903172    4.732339907    4.819976320    4.825415674
   15.025290484    4.641925966    4.777874384    4.786358837
   15.058677796    4.552868460    4.746183216    4.758254157
   15.092065109    4.506549386    4.763533321    4.779574806
   15.125452421    4.537857692    4.838889067    4.857689948
   15.158839733    4.584442684    4.892603786    4.911870856
   15.192227045    4.550660544    4.878527218    4.899031435
   15.225614357    4.435351701    4.817337339    4.841227482
   15.259001669    4.322700025    4.710778579    4.735047563
   15.292388982    4.203126558    4.588464907    4.612532189
   15.325776294    4.096527885    4.510207515    4.536029705
   15.359163606    4.027652892    4.488906517    4.517712877
   15.392550918    4.007045110    4.486999621    4.516993534
   15.425938230    3.970520819    4.436713654    4.465858641
   15.459325543    3.903036142    4.323541778    4.349836727
   15.492712855    3.845995063    4.188677117    4.210096636
   15.526100167    3.794473593    4.077277841    4.094942579
   15.559487479    3.723126039    4.017351986    4.035738070
   15.592874791    3.624603088    3.992933089    4.015968627
   15.626262104    3.576604538    3.995011509    4.021183642
   15.659649416    3.579491457    4.000140172    4.026443258
   15.693036728    3.527555130    3.942069090    3.967976502
   15.726424040    3.434793922    3.844977919    3.870612944
   15.759811352    3.357649921    3.778203292    3.804491748
   15.793198664    3.338105696    3.760046498    3.786429811
   15.826585977    3.351077304    3.722637421    3.745883832
   15.859973289    3.325740550    3.619723459    3.638122108
   15.893360601    3.216077024    3.490000065    3.507132918
   15.926747913    3.105619670    3.387366528    3.404982972
   15.960135225    3.047444167    3.322393381    3.339587256
   15.993522538    3.050945985    3.310766024    3.327016674
   16.026909850    3.088582389    3.315997714    3.330230219
   16.060297162    3.092115597    3.302883569    3.316075040
   16.093684474    3.035645683    3.281987535    3.297393674
   16.127071786    2.977575477    3.261784576    3.279557666
   16.160459098    2.959179853    3.231590162    3.248625796
   16.193846411    2.978814416    3.203463503    3.217515657
   16.227233723    3.008561812    3.204142968    3.216379821
   16.260621035    3.015170852    3.207430367    3.219450435
   16.294008347    3.010139032    3.176638885    3.187039861
   16.327395659    2.999662203    3.123250426    3.130970125
   16.360782972    3.000064798    3.093981148    3.099847327
   16.394170284    3.031299837    3.111075008    3.116066867
   16.427557596    3.060782967    3.165044944    3.171570821
   16.460944908    3.051340259    3.201155373    3.210534272
   16.494332220    3.009752979    3.197224429    3.208948600
   16.527719533    2.982544188    3.170826233    3.182588011
   16.561106845    2.973484469    3.115987548    3.124885704
   16.594494157    3.003229648    3.061509532    3.065146845
   16.627881469    3.061981930    3.025395744    3.023112153
   16.661268781    3.116530170    2.991287323    2.983466492
   16.694656093    3.147583847    2.976393177    2.965703902
   16.728043406    3.176699161    2.997175343    2.985975834
   16.761430718    3.248007655    3.047666065    3.035158952
   16.794818030    3.349975660    3.111053530    3.096126314
   16.828205342    3.453699704    3.183728051    3.166851149
   16.861592654    3.540510269    3.249447012    3.231240739
   16.894979967    3.586606831    3.265667554    3.245588986
   16.928367279    3.584067378    3.238016707    3.216371398
   16.961754591    3.543022523    3.190342605    3.168297398
   16.995141903    3.502760672    3.176885614    3.156525103
   17.028529215    3.474297561    3.209495544    3.192947563
   17.061916528    3.431935477    3.251329128    3.240040467
   17.095303840    3.382643739    3.263999546    3.256586252
   17.128691152    3.362183400    3.268205488    3.262332698
   17.162078464    3.400986203    3.306578540    3.300677482
   17.195465776    3.472145846    3.363796776    3.357029442
   17.228853088    3.534489543    3.391749833    3.382830532
   17.262240401    3.545067737    3.387151351    3.377268662
   17.295627713    3.490505089    3.388494990    3.382105302
   17.329015025    3.404923202    3.397554827    3.397090705
   17.362402337    3.355539838    3.377620082    3.378999715
   17.395789649    3.351402795    3.360124267    3.360666501
   17.429176962    3.341673697    3.359326994    3.360431184
   17.462564274    3.278220124    3.348233698    3.352600317
   17.495951586    3.187573818    3.318447321    3.326607545
   17.529338898    3.101949260    3.274029371    3.284765926
   17.562726210    3.049949907    3.237800407    3.249529154
   17.596113523    3.032841900    3.191071105    3.200959582
   17.629500835    3.024019538    3.138555396    3.145717574
   17.662888147    3.002356139    3.101828318    3.108047397
   17.696275459    2.985525407    3.068722971    3.073921329
   17.729662771    3.004486386    3.052081551    3.055054311
   17.763050083    3.062368509    3.057703595    3.057416274
   17.796437396    3.089496967    3.033002711    3.029488321
   17.829824708    3.036661420    2.949477705    2.944047038
   17.863212020    2.955186219    2.864457533    2.858801431
   17.896599332    2.876555481    2.808910366    2.804699289
   17.929986644    2.799388174    2.770061607    2.768247383
   17.963373957    2.745434685    2.756575527    2.757290853
   17.996761269    2.744045580    2.766402739    2.767813095
   18.030148581    2.734368853    2.752404149    2.753537859
   18.063535893    2.705464337    2.714696470    2.715274185
   18.096923205    2.706194133    2.694893750    2.694180896
   18.130310518    2.715457761    2.687155621    2.685383446
   18.163697830    2.711993063    2.678156065    2.676048697
   18.197085142    2.696180810    2.679442962    2.678405062
   18.230472454    2.674496272    2.699349207    2.700905461
   18.263859766    2.662014743    2.714716627    2.718011151
   18.297247078    2.636968449    2.702903462    2.707018140
   18.330634391    2.598394103    2.679200481    2.684236207
   18.364021703    2.577415389    2.663058146    2.668395554
   18.397409015    2.585899866    2.660940323    2.665616171
   18.430796327    2.601176133    2.655222541    2.658580704
   18.464183639    2.591971404    2.629434139    2.631757555
   18.497570952    2.583451603    2.616490798    2.618555595
   18.530958264    2.574812469    2.603576129    2.605379532
